"","steps","plot"
"7051",1,"Simulated"
"7052",2,"Simulated"
"7053",2,"Simulated"
"7054",3,"Simulated"
"7055",1,"Simulated"
"7056",0,"Simulated"
"7057",NA,"Simulated"
"7058",4,"Simulated"
"7059",3,"Simulated"
"7060",NA,"Simulated"
"7061",2,"Simulated"
"7062",2,"Simulated"
"7063",1,"Simulated"
"7064",4,"Simulated"
"7065",1,"Simulated"
"7066",2,"Simulated"
"7067",3,"Simulated"
"7068",3,"Simulated"
"7069",3,"Simulated"
"7070",5,"Simulated"
"7071",2,"Simulated"
"7072",3,"Simulated"
"7073",0,"Simulated"
"7074",0,"Simulated"
"7075",1,"Simulated"
"7076",2,"Simulated"
"7077",NA,"Simulated"
"7078",0,"Simulated"
"7079",3,"Simulated"
"7080",1,"Simulated"
"7081",6,"Simulated"
"7082",2,"Simulated"
"7083",NA,"Simulated"
"7084",NA,"Simulated"
"7085",1,"Simulated"
"7086",3,"Simulated"
"7087",1,"Simulated"
"7088",1,"Simulated"
"7089",3,"Simulated"
"7090",3,"Simulated"
"7091",3,"Simulated"
"7092",3,"Simulated"
"7093",1,"Simulated"
"7094",5,"Simulated"
"7095",3,"Simulated"
"7096",1,"Simulated"
"7097",1,"Simulated"
"7098",5,"Simulated"
"7099",3,"Simulated"
"7100",0,"Simulated"
"7101",1,"Simulated"
"7102",1,"Simulated"
"7103",3,"Simulated"
"7104",2,"Simulated"
"7105",4,"Simulated"
"7106",0,"Simulated"
"7107",1,"Simulated"
"7108",4,"Simulated"
"7109",2,"Simulated"
"7110",0,"Simulated"
"7111",1,"Simulated"
"7112",3,"Simulated"
"7113",4,"Simulated"
"7114",1,"Simulated"
"7115",3,"Simulated"
"7116",2,"Simulated"
"7117",1,"Simulated"
"7118",0,"Simulated"
"7119",2,"Simulated"
"7120",4,"Simulated"
"7121",1,"Simulated"
"7122",3,"Simulated"
"7123",0,"Simulated"
"7124",1,"Simulated"
"7125",1,"Simulated"
"7126",1,"Simulated"
"7127",3,"Simulated"
"7128",1,"Simulated"
"7129",1,"Simulated"
"7130",2,"Simulated"
"7131",4,"Simulated"
"7132",3,"Simulated"
"7133",3,"Simulated"
"7134",4,"Simulated"
"7135",2,"Simulated"
"7136",4,"Simulated"
"7137",0,"Simulated"
"7138",4,"Simulated"
"7139",5,"Simulated"
"7140",2,"Simulated"
"7141",2,"Simulated"
"7142",2,"Simulated"
"7143",3,"Simulated"
"7144",1,"Simulated"
"7145",2,"Simulated"
"7146",5,"Simulated"
"7147",2,"Simulated"
"7148",0,"Simulated"
"7149",1,"Simulated"
"7150",1,"Simulated"
"7151",0,"Simulated"
"7152",3,"Simulated"
"7153",4,"Simulated"
"7154",3,"Simulated"
"7155",2,"Simulated"
"7156",1,"Simulated"
"7157",1,"Simulated"
"7158",3,"Simulated"
"7159",1,"Simulated"
"7160",1,"Simulated"
"7161",2,"Simulated"
"7162",2,"Simulated"
"7163",0,"Simulated"
"7164",1,"Simulated"
"7165",3,"Simulated"
"7166",2,"Simulated"
"7167",3,"Simulated"
"7168",4,"Simulated"
"7169",5,"Simulated"
"7170",3,"Simulated"
"7171",2,"Simulated"
"7172",2,"Simulated"
"7173",4,"Simulated"
"7174",0,"Simulated"
"7175",3,"Simulated"
"7176",0,"Simulated"
"7177",1,"Simulated"
"7178",3,"Simulated"
"7179",2,"Simulated"
"7180",2,"Simulated"
"7181",1,"Simulated"
"7182",1,"Simulated"
"7183",2,"Simulated"
"7184",3,"Simulated"
"7185",0,"Simulated"
"7186",1,"Simulated"
"7187",2,"Simulated"
"7188",2,"Simulated"
"7189",4,"Simulated"
"7190",3,"Simulated"
"7191",0,"Simulated"
"7192",2,"Simulated"
"7193",0,"Simulated"
"7194",0,"Simulated"
"7195",0,"Simulated"
"7196",5,"Simulated"
"7197",1,"Simulated"
"7198",0,"Simulated"
"7199",2,"Simulated"
"7200",1,"Simulated"
"7201",2,"Simulated"
"7202",0,"Simulated"
"7203",0,"Simulated"
"7204",2,"Simulated"
"7205",2,"Simulated"
"7206",2,"Simulated"
"7207",2,"Simulated"
"7208",1,"Simulated"
"7209",5,"Simulated"
"7210",2,"Simulated"
"7211",2,"Simulated"
"7212",2,"Simulated"
"7213",4,"Simulated"
"7214",0,"Simulated"
"7215",1,"Simulated"
"7216",2,"Simulated"
"7217",0,"Simulated"
"7218",1,"Simulated"
"7219",5,"Simulated"
"7220",NA,"Simulated"
"7221",0,"Simulated"
"7222",NA,"Simulated"
"7223",1,"Simulated"
"7224",4,"Simulated"
"7225",5,"Simulated"
"7226",5,"Simulated"
"7227",5,"Simulated"
"7228",3,"Simulated"
"7229",3,"Simulated"
"7230",0,"Simulated"
"7231",4,"Simulated"
"7232",1,"Simulated"
"7233",0,"Simulated"
"7234",3,"Simulated"
"7235",3,"Simulated"
"7236",1,"Simulated"
"7237",1,"Simulated"
"7238",0,"Simulated"
"7239",0,"Simulated"
"7240",3,"Simulated"
"7241",5,"Simulated"
"7242",2,"Simulated"
"7243",4,"Simulated"
"7244",2,"Simulated"
"7245",1,"Simulated"
"7246",3,"Simulated"
"7247",1,"Simulated"
"7248",2,"Simulated"
"7249",2,"Simulated"
"7250",1,"Simulated"
"7251",1,"Simulated"
"7252",1,"Simulated"
"7253",0,"Simulated"
"7254",3,"Simulated"
"7255",1,"Simulated"
"7256",2,"Simulated"
"7257",4,"Simulated"
"7258",0,"Simulated"
"7259",NA,"Simulated"
"7260",0,"Simulated"
"7261",4,"Simulated"
"7262",2,"Simulated"
"7263",5,"Simulated"
"7264",3,"Simulated"
"7265",3,"Simulated"
"7266",2,"Simulated"
"7267",0,"Simulated"
"7268",0,"Simulated"
"7269",1,"Simulated"
"7270",1,"Simulated"
"7271",1,"Simulated"
"7272",0,"Simulated"
"7273",NA,"Simulated"
"7274",3,"Simulated"
"7275",1,"Simulated"
"7276",2,"Simulated"
"7277",1,"Simulated"
"7278",1,"Simulated"
"7279",5,"Simulated"
"7280",3,"Simulated"
"7281",2,"Simulated"
"7282",0,"Simulated"
"7283",4,"Simulated"
"7284",2,"Simulated"
"7285",5,"Simulated"
"7286",2,"Simulated"
"7287",3,"Simulated"
"7288",8,"Simulated"
"7289",1,"Simulated"
"7290",0,"Simulated"
"7291",5,"Simulated"
"7292",4,"Simulated"
"7293",0,"Simulated"
"7294",2,"Simulated"
"7295",5,"Simulated"
"7296",1,"Simulated"
"7297",2,"Simulated"
"7298",2,"Simulated"
"7299",2,"Simulated"
"7300",2,"Simulated"
"7301",2,"Simulated"
"7302",0,"Simulated"
"7303",6,"Simulated"
"7304",5,"Simulated"
"7305",2,"Simulated"
"7306",2,"Simulated"
"7307",1,"Simulated"
"7308",1,"Simulated"
"7309",1,"Simulated"
"7310",3,"Simulated"
"7311",3,"Simulated"
"7312",2,"Simulated"
"7313",3,"Simulated"
"7314",3,"Simulated"
"7315",3,"Simulated"
"7316",1,"Simulated"
"7317",2,"Simulated"
"7318",0,"Simulated"
"7319",4,"Simulated"
"7320",5,"Simulated"
"7321",5,"Simulated"
"7322",2,"Simulated"
"7323",2,"Simulated"
"7324",1,"Simulated"
"7325",4,"Simulated"
"7326",0,"Simulated"
"7327",0,"Simulated"
"7328",0,"Simulated"
"7329",3,"Simulated"
"7330",1,"Simulated"
"7331",1,"Simulated"
"7332",3,"Simulated"
"7333",4,"Simulated"
"7334",3,"Simulated"
"7335",4,"Simulated"
"7336",3,"Simulated"
"7337",0,"Simulated"
"7338",4,"Simulated"
"7339",0,"Simulated"
"7340",0,"Simulated"
"7341",1,"Simulated"
"7342",2,"Simulated"
"7343",0,"Simulated"
"7344",NA,"Simulated"
"7345",4,"Simulated"
"7346",3,"Simulated"
"7347",2,"Simulated"
"7348",1,"Simulated"
"7349",4,"Simulated"
"7350",3,"Simulated"
"7351",1,"Simulated"
"7352",2,"Simulated"
"7353",1,"Simulated"
"7354",0,"Simulated"
"7355",3,"Simulated"
"7356",4,"Simulated"
"7357",0,"Simulated"
"7358",6,"Simulated"
"7359",1,"Simulated"
"7360",7,"Simulated"
"7361",0,"Simulated"
"7362",3,"Simulated"
"7363",NA,"Simulated"
"7364",0,"Simulated"
"7365",0,"Simulated"
"7366",3,"Simulated"
"7367",5,"Simulated"
"7368",0,"Simulated"
"7369",3,"Simulated"
"7370",2,"Simulated"
"7371",1,"Simulated"
"7372",1,"Simulated"
"7373",2,"Simulated"
"7374",2,"Simulated"
"7375",5,"Simulated"
"7376",2,"Simulated"
"7377",0,"Simulated"
"7378",2,"Simulated"
"7379",2,"Simulated"
"7380",3,"Simulated"
"7381",0,"Simulated"
"7382",0,"Simulated"
"7383",2,"Simulated"
"7384",2,"Simulated"
"7385",3,"Simulated"
"7386",2,"Simulated"
"7387",1,"Simulated"
"7388",2,"Simulated"
"7389",0,"Simulated"
"7390",4,"Simulated"
"7391",2,"Simulated"
"7392",3,"Simulated"
"7393",1,"Simulated"
"7394",5,"Simulated"
"7395",0,"Simulated"
"7396",1,"Simulated"
"7397",2,"Simulated"
"7398",1,"Simulated"
"7399",2,"Simulated"
"7400",3,"Simulated"
"7401",1,"Simulated"
"7402",2,"Simulated"
"7403",2,"Simulated"
"7404",4,"Simulated"
"7405",0,"Simulated"
"7406",3,"Simulated"
"7407",1,"Simulated"
"7408",2,"Simulated"
"7409",3,"Simulated"
"7410",NA,"Simulated"
"7411",2,"Simulated"
"7412",0,"Simulated"
"7413",1,"Simulated"
"7414",1,"Simulated"
"7415",1,"Simulated"
"7416",4,"Simulated"
"7417",0,"Simulated"
"7418",1,"Simulated"
"7419",3,"Simulated"
"7420",2,"Simulated"
"7421",4,"Simulated"
"7422",3,"Simulated"
"7423",0,"Simulated"
"7424",0,"Simulated"
"7425",0,"Simulated"
"7426",0,"Simulated"
"7427",5,"Simulated"
"7428",5,"Simulated"
"7429",3,"Simulated"
"7430",1,"Simulated"
"7431",2,"Simulated"
"7432",2,"Simulated"
"7433",2,"Simulated"
"7434",2,"Simulated"
"7435",2,"Simulated"
"7436",3,"Simulated"
"7437",3,"Simulated"
"7438",4,"Simulated"
"7439",4,"Simulated"
"7440",2,"Simulated"
"7441",1,"Simulated"
"7442",1,"Simulated"
"7443",0,"Simulated"
"7444",1,"Simulated"
"7445",1,"Simulated"
"7446",0,"Simulated"
"7447",0,"Simulated"
"7448",3,"Simulated"
"7449",1,"Simulated"
"7450",2,"Simulated"
"7451",2,"Simulated"
"7452",0,"Simulated"
"7453",3,"Simulated"
"7454",4,"Simulated"
"7455",NA,"Simulated"
"7456",1,"Simulated"
"7457",2,"Simulated"
"7458",2,"Simulated"
"7459",NA,"Simulated"
"7460",3,"Simulated"
"7461",2,"Simulated"
"7462",3,"Simulated"
"7463",0,"Simulated"
"7464",3,"Simulated"
"7465",3,"Simulated"
"7466",0,"Simulated"
"7467",1,"Simulated"
"7468",1,"Simulated"
"7469",6,"Simulated"
"7470",2,"Simulated"
"7471",3,"Simulated"
"7472",2,"Simulated"
"7473",2,"Simulated"
"7474",1,"Simulated"
"7475",4,"Simulated"
"7476",6,"Simulated"
"7477",3,"Simulated"
"7478",3,"Simulated"
"7479",3,"Simulated"
"7480",1,"Simulated"
"7481",1,"Simulated"
"7482",3,"Simulated"
"7483",4,"Simulated"
"7484",1,"Simulated"
"7485",3,"Simulated"
"7486",2,"Simulated"
"7487",5,"Simulated"
"7488",2,"Simulated"
"7489",2,"Simulated"
"7490",3,"Simulated"
"7491",7,"Simulated"
"7492",1,"Simulated"
"7493",2,"Simulated"
"7494",0,"Simulated"
"7495",0,"Simulated"
"7496",4,"Simulated"
"7497",3,"Simulated"
"7498",0,"Simulated"
"7499",2,"Simulated"
"7500",1,"Simulated"
"7501",2,"Simulated"
"7502",3,"Simulated"
"7503",NA,"Simulated"
"7504",NA,"Simulated"
"7505",0,"Simulated"
"7506",1,"Simulated"
"7507",2,"Simulated"
"7508",2,"Simulated"
"7509",2,"Simulated"
"7510",NA,"Simulated"
"7511",4,"Simulated"
"7512",5,"Simulated"
"7513",2,"Simulated"
"7514",5,"Simulated"
"7515",1,"Simulated"
"7516",1,"Simulated"
"7517",1,"Simulated"
"7518",0,"Simulated"
"7519",1,"Simulated"
"7520",2,"Simulated"
"7521",1,"Simulated"
"7522",0,"Simulated"
"7523",2,"Simulated"
"7524",0,"Simulated"
"7525",NA,"Simulated"
"7526",4,"Simulated"
"7527",4,"Simulated"
"7528",2,"Simulated"
"7529",3,"Simulated"
"7530",1,"Simulated"
"7531",1,"Simulated"
"7532",1,"Simulated"
"7533",NA,"Simulated"
"7534",NA,"Simulated"
"7535",2,"Simulated"
"7536",1,"Simulated"
"7537",4,"Simulated"
"7538",4,"Simulated"
"7539",5,"Simulated"
"7540",2,"Simulated"
"7541",0,"Simulated"
"7542",5,"Simulated"
"7543",4,"Simulated"
"7544",2,"Simulated"
"7545",3,"Simulated"
"7546",2,"Simulated"
"7547",0,"Simulated"
"7548",7,"Simulated"
"7549",3,"Simulated"
"7550",4,"Simulated"
"7551",1,"Simulated"
"7552",3,"Simulated"
"7553",1,"Simulated"
"7554",5,"Simulated"
"7555",NA,"Simulated"
"7556",2,"Simulated"
"7557",4,"Simulated"
"7558",2,"Simulated"
"7559",NA,"Simulated"
"7560",0,"Simulated"
"7561",3,"Simulated"
"7562",1,"Simulated"
"7563",0,"Simulated"
"7564",1,"Simulated"
"7565",1,"Simulated"
"7566",3,"Simulated"
"7567",0,"Simulated"
"7568",2,"Simulated"
"7569",2,"Simulated"
"7570",1,"Simulated"
"7571",3,"Simulated"
"7572",2,"Simulated"
"7573",0,"Simulated"
"7574",1,"Simulated"
"7575",5,"Simulated"
"7576",2,"Simulated"
"7577",4,"Simulated"
"7578",4,"Simulated"
"7579",1,"Simulated"
"7580",1,"Simulated"
"7581",1,"Simulated"
"7582",2,"Simulated"
"7583",1,"Simulated"
"7584",5,"Simulated"
"7585",1,"Simulated"
"7586",0,"Simulated"
"7587",5,"Simulated"
"7588",1,"Simulated"
"7589",2,"Simulated"
"7590",3,"Simulated"
"7591",5,"Simulated"
"7592",NA,"Simulated"
"7593",0,"Simulated"
"7594",0,"Simulated"
"7595",2,"Simulated"
"7596",0,"Simulated"
"7597",3,"Simulated"
"7598",3,"Simulated"
"7599",1,"Simulated"
"7600",NA,"Simulated"
"7601",1,"Simulated"
"7602",1,"Simulated"
"7603",2,"Simulated"
"7604",3,"Simulated"
"7605",2,"Simulated"
"7606",1,"Simulated"
"7607",2,"Simulated"
"7608",0,"Simulated"
"7609",0,"Simulated"
"7610",2,"Simulated"
"7611",3,"Simulated"
"7612",3,"Simulated"
"7613",7,"Simulated"
"7614",2,"Simulated"
"7615",1,"Simulated"
"7616",1,"Simulated"
"7617",1,"Simulated"
"7618",2,"Simulated"
"7619",2,"Simulated"
"7620",0,"Simulated"
"7621",3,"Simulated"
"7622",2,"Simulated"
"7623",3,"Simulated"
"7624",2,"Simulated"
"7625",0,"Simulated"
"7626",2,"Simulated"
"7627",4,"Simulated"
"7628",2,"Simulated"
"7629",NA,"Simulated"
"7630",4,"Simulated"
"7631",7,"Simulated"
"7632",0,"Simulated"
"7633",3,"Simulated"
"7634",2,"Simulated"
"7635",2,"Simulated"
"7636",1,"Simulated"
"7637",2,"Simulated"
"7638",2,"Simulated"
"7639",3,"Simulated"
"7640",2,"Simulated"
"7641",1,"Simulated"
"7642",0,"Simulated"
"7643",6,"Simulated"
"7644",3,"Simulated"
"7645",4,"Simulated"
"7646",0,"Simulated"
"7647",1,"Simulated"
"7648",3,"Simulated"
"7649",2,"Simulated"
"7650",NA,"Simulated"
"7651",6,"Simulated"
"7652",1,"Simulated"
"7653",0,"Simulated"
"7654",2,"Simulated"
"7655",NA,"Simulated"
"7656",1,"Simulated"
"7657",4,"Simulated"
"7658",2,"Simulated"
"7659",4,"Simulated"
"7660",2,"Simulated"
"7661",3,"Simulated"
"7662",2,"Simulated"
"7663",NA,"Simulated"
"7664",2,"Simulated"
"7665",0,"Simulated"
"7666",4,"Simulated"
"7667",2,"Simulated"
"7668",3,"Simulated"
"7669",1,"Simulated"
"7670",2,"Simulated"
"7671",1,"Simulated"
"7672",2,"Simulated"
"7673",5,"Simulated"
"7674",1,"Simulated"
"7675",3,"Simulated"
"7676",3,"Simulated"
"7677",1,"Simulated"
"7678",2,"Simulated"
"7679",4,"Simulated"
"7680",2,"Simulated"
"7681",6,"Simulated"
"7682",0,"Simulated"
"7683",0,"Simulated"
"7684",1,"Simulated"
"7685",2,"Simulated"
"7686",0,"Simulated"
"7687",0,"Simulated"
"7688",1,"Simulated"
"7689",2,"Simulated"
"7690",2,"Simulated"
"7691",0,"Simulated"
"7692",1,"Simulated"
"7693",NA,"Simulated"
"7694",1,"Simulated"
"7695",0,"Simulated"
"7696",4,"Simulated"
"7697",2,"Simulated"
"7698",3,"Simulated"
"7699",1,"Simulated"
"7700",2,"Simulated"
"7701",5,"Simulated"
"7702",1,"Simulated"
"7703",1,"Simulated"
"7704",3,"Simulated"
"7705",3,"Simulated"
"7706",0,"Simulated"
"7707",2,"Simulated"
"7708",2,"Simulated"
"7709",3,"Simulated"
"7710",3,"Simulated"
"7711",6,"Simulated"
"7712",2,"Simulated"
"7713",4,"Simulated"
"7714",3,"Simulated"
"7715",5,"Simulated"
"7716",0,"Simulated"
"7717",0,"Simulated"
"7718",1,"Simulated"
"7719",2,"Simulated"
"7720",2,"Simulated"
"7721",2,"Simulated"
"7722",2,"Simulated"
"7723",5,"Simulated"
"7724",4,"Simulated"
"7725",1,"Simulated"
"7726",4,"Simulated"
"7727",1,"Simulated"
"7728",5,"Simulated"
"7729",5,"Simulated"
"7730",3,"Simulated"
"7731",4,"Simulated"
"7732",4,"Simulated"
"7733",5,"Simulated"
"7734",2,"Simulated"
"7735",1,"Simulated"
"7736",2,"Simulated"
"7737",2,"Simulated"
"7738",0,"Simulated"
"7739",1,"Simulated"
"7740",1,"Simulated"
"7741",1,"Simulated"
"7742",2,"Simulated"
"7743",3,"Simulated"
"7744",2,"Simulated"
"7745",1,"Simulated"
"7746",2,"Simulated"
"7747",0,"Simulated"
"7748",0,"Simulated"
"7749",0,"Simulated"
"7750",1,"Simulated"
"7751",4,"Simulated"
"7752",3,"Simulated"
"7753",NA,"Simulated"
"7754",2,"Simulated"
"7755",1,"Simulated"
"7756",0,"Simulated"
"7757",0,"Simulated"
"7758",1,"Simulated"
"7759",1,"Simulated"
"7760",4,"Simulated"
"7761",4,"Simulated"
"7762",1,"Simulated"
"7763",2,"Simulated"
"7764",2,"Simulated"
"7765",1,"Simulated"
"7766",3,"Simulated"
"7767",2,"Simulated"
"7768",2,"Simulated"
"7769",1,"Simulated"
"7770",1,"Simulated"
"7771",0,"Simulated"
"7772",3,"Simulated"
"7773",3,"Simulated"
"7774",1,"Simulated"
"7775",3,"Simulated"
"7776",0,"Simulated"
"7777",4,"Simulated"
"7778",4,"Simulated"
"7779",4,"Simulated"
"7780",2,"Simulated"
"7781",2,"Simulated"
"7782",2,"Simulated"
"7783",NA,"Simulated"
"7784",2,"Simulated"
"7785",2,"Simulated"
"7786",2,"Simulated"
"7787",2,"Simulated"
"7788",NA,"Simulated"
"7789",0,"Simulated"
"7790",1,"Simulated"
"7791",0,"Simulated"
"7792",3,"Simulated"
"7793",2,"Simulated"
"7794",NA,"Simulated"
"7795",0,"Simulated"
"7796",3,"Simulated"
"7797",3,"Simulated"
"7798",1,"Simulated"
"7799",4,"Simulated"
"7800",3,"Simulated"
"7801",6,"Simulated"
"7802",4,"Simulated"
"7803",2,"Simulated"
"7804",7,"Simulated"
"7805",0,"Simulated"
"7806",0,"Simulated"
"7807",2,"Simulated"
"7808",0,"Simulated"
"7809",1,"Simulated"
"7810",2,"Simulated"
"7811",2,"Simulated"
"7812",3,"Simulated"
"7813",1,"Simulated"
"7814",0,"Simulated"
"7815",3,"Simulated"
"7816",1,"Simulated"
"7817",0,"Simulated"
"7818",1,"Simulated"
"7819",5,"Simulated"
"7820",2,"Simulated"
"7821",0,"Simulated"
"7822",2,"Simulated"
"7823",0,"Simulated"
"7824",3,"Simulated"
"7825",2,"Simulated"
"7826",3,"Simulated"
"7827",0,"Simulated"
"7828",0,"Simulated"
"7829",1,"Simulated"
"7830",3,"Simulated"
"7831",1,"Simulated"
"7832",3,"Simulated"
"7833",3,"Simulated"
"7834",2,"Simulated"
"7835",3,"Simulated"
"7836",1,"Simulated"
"7837",1,"Simulated"
"7838",5,"Simulated"
"7839",0,"Simulated"
"7840",1,"Simulated"
"7841",2,"Simulated"
"7842",1,"Simulated"
"7843",3,"Simulated"
"7844",0,"Simulated"
"7845",4,"Simulated"
"7846",3,"Simulated"
"7847",1,"Simulated"
"7848",2,"Simulated"
"7849",2,"Simulated"
"7850",3,"Simulated"
"7851",2,"Simulated"
"7852",5,"Simulated"
"7853",0,"Simulated"
"7854",NA,"Simulated"
"7855",4,"Simulated"
"7856",0,"Simulated"
"7857",4,"Simulated"
"7858",4,"Simulated"
"7859",3,"Simulated"
"7860",2,"Simulated"
"7861",1,"Simulated"
"7862",4,"Simulated"
"7863",1,"Simulated"
"7864",1,"Simulated"
"7865",1,"Simulated"
"7866",1,"Simulated"
"7867",3,"Simulated"
"7868",3,"Simulated"
"7869",NA,"Simulated"
"7870",1,"Simulated"
"7871",2,"Simulated"
"7872",2,"Simulated"
"7873",0,"Simulated"
"7874",2,"Simulated"
"7875",6,"Simulated"
"7876",0,"Simulated"
"7877",2,"Simulated"
"7878",4,"Simulated"
"7879",3,"Simulated"
"7880",1,"Simulated"
"7881",4,"Simulated"
"7882",2,"Simulated"
"7883",4,"Simulated"
"7884",0,"Simulated"
"7885",3,"Simulated"
"7886",NA,"Simulated"
"7887",3,"Simulated"
"7888",2,"Simulated"
"7889",1,"Simulated"
"7890",2,"Simulated"
"7891",2,"Simulated"
"7892",0,"Simulated"
"7893",4,"Simulated"
"7894",4,"Simulated"
"7895",NA,"Simulated"
"7896",2,"Simulated"
"7897",2,"Simulated"
"7898",4,"Simulated"
"7899",NA,"Simulated"
"7900",3,"Simulated"
"7901",3,"Simulated"
"7902",1,"Simulated"
"7903",3,"Simulated"
"7904",2,"Simulated"
"7905",3,"Simulated"
"7906",4,"Simulated"
"7907",3,"Simulated"
"7908",2,"Simulated"
"7909",4,"Simulated"
"7910",5,"Simulated"
"7911",3,"Simulated"
"7912",1,"Simulated"
"7913",3,"Simulated"
"7914",0,"Simulated"
"7915",1,"Simulated"
"7916",3,"Simulated"
"7917",5,"Simulated"
"7918",1,"Simulated"
"7919",0,"Simulated"
"7920",0,"Simulated"
"7921",NA,"Simulated"
"7922",3,"Simulated"
"7923",0,"Simulated"
"7924",2,"Simulated"
"7925",1,"Simulated"
"7926",1,"Simulated"
"7927",3,"Simulated"
"7928",0,"Simulated"
"7929",7,"Simulated"
"7930",2,"Simulated"
"7931",4,"Simulated"
"7932",3,"Simulated"
"7933",4,"Simulated"
"7934",2,"Simulated"
"7935",0,"Simulated"
"7936",6,"Simulated"
"7937",1,"Simulated"
"7938",2,"Simulated"
"7939",1,"Simulated"
"7940",2,"Simulated"
"7941",4,"Simulated"
"7942",1,"Simulated"
"7943",1,"Simulated"
"7944",1,"Simulated"
"7945",0,"Simulated"
"7946",3,"Simulated"
"7947",0,"Simulated"
"7948",0,"Simulated"
"7949",2,"Simulated"
"7950",8,"Simulated"
"7951",1,"Simulated"
"7952",1,"Simulated"
"7953",0,"Simulated"
"7954",2,"Simulated"
"7955",2,"Simulated"
"7956",2,"Simulated"
"7957",4,"Simulated"
"7958",2,"Simulated"
"7959",4,"Simulated"
"7960",2,"Simulated"
"7961",0,"Simulated"
"7962",1,"Simulated"
"7963",4,"Simulated"
"7964",2,"Simulated"
"7965",4,"Simulated"
"7966",6,"Simulated"
"7967",1,"Simulated"
"7968",1,"Simulated"
"7969",3,"Simulated"
"7970",0,"Simulated"
"7971",5,"Simulated"
"7972",1,"Simulated"
"7973",0,"Simulated"
"7974",0,"Simulated"
"7975",2,"Simulated"
"7976",NA,"Simulated"
"7977",4,"Simulated"
"7978",0,"Simulated"
"7979",1,"Simulated"
"7980",5,"Simulated"
"7981",1,"Simulated"
"7982",1,"Simulated"
"7983",1,"Simulated"
"7984",5,"Simulated"
"7985",3,"Simulated"
"7986",5,"Simulated"
"7987",4,"Simulated"
"7988",1,"Simulated"
"7989",3,"Simulated"
"7990",2,"Simulated"
"7991",5,"Simulated"
"7992",4,"Simulated"
"7993",4,"Simulated"
"7994",2,"Simulated"
"7995",1,"Simulated"
"7996",4,"Simulated"
"7997",1,"Simulated"
"7998",2,"Simulated"
"7999",NA,"Simulated"
"8000",1,"Simulated"
"8001",2,"Simulated"
"8002",3,"Simulated"
"8003",1,"Simulated"
"8004",NA,"Simulated"
"8005",2,"Simulated"
"8006",1,"Simulated"
"8007",1,"Simulated"
"8008",1,"Simulated"
"8009",1,"Simulated"
"8010",4,"Simulated"
"8011",4,"Simulated"
"8012",NA,"Simulated"
"8013",4,"Simulated"
"8014",2,"Simulated"
"8015",1,"Simulated"
"8016",3,"Simulated"
"8017",1,"Simulated"
"8018",2,"Simulated"
"8019",0,"Simulated"
"8020",NA,"Simulated"
"8021",2,"Simulated"
"8022",1,"Simulated"
"8023",2,"Simulated"
"8024",3,"Simulated"
"8025",1,"Simulated"
"8026",3,"Simulated"
"8027",1,"Simulated"
"8028",1,"Simulated"
"8029",2,"Simulated"
"8030",NA,"Simulated"
"8031",1,"Simulated"
"8032",0,"Simulated"
"8033",1,"Simulated"
"8034",5,"Simulated"
"8035",3,"Simulated"
"8036",NA,"Simulated"
"8037",1,"Simulated"
"8038",1,"Simulated"
"8039",6,"Simulated"
"8040",2,"Simulated"
"8041",3,"Simulated"
"8042",1,"Simulated"
"8043",2,"Simulated"
"8044",2,"Simulated"
"8045",2,"Simulated"
"8046",2,"Simulated"
"8047",4,"Simulated"
"8048",3,"Simulated"
"8049",7,"Simulated"
"8050",1,"Simulated"
"8051",3,"Simulated"
"8052",0,"Simulated"
"8053",1,"Simulated"
"8054",NA,"Simulated"
"8055",4,"Simulated"
"8056",0,"Simulated"
"8057",2,"Simulated"
"8058",0,"Simulated"
"8059",0,"Simulated"
"8060",3,"Simulated"
"8061",0,"Simulated"
"8062",2,"Simulated"
"8063",2,"Simulated"
"8064",2,"Simulated"
"8065",2,"Simulated"
"8066",2,"Simulated"
"8067",5,"Simulated"
"8068",1,"Simulated"
"8069",2,"Simulated"
"8070",2,"Simulated"
"8071",4,"Simulated"
"8072",6,"Simulated"
"8073",4,"Simulated"
"8074",1,"Simulated"
"8075",1,"Simulated"
"8076",2,"Simulated"
"8077",1,"Simulated"
"8078",3,"Simulated"
"8079",0,"Simulated"
"8080",0,"Simulated"
"8081",1,"Simulated"
"8082",3,"Simulated"
"8083",1,"Simulated"
"8084",1,"Simulated"
"8085",2,"Simulated"
"8086",4,"Simulated"
"8087",1,"Simulated"
"8088",2,"Simulated"
"8089",0,"Simulated"
"8090",0,"Simulated"
"8091",0,"Simulated"
"8092",2,"Simulated"
"8093",2,"Simulated"
"8094",2,"Simulated"
"8095",0,"Simulated"
"8096",2,"Simulated"
"8097",0,"Simulated"
"8098",3,"Simulated"
"8099",1,"Simulated"
"8100",0,"Simulated"
"8101",0,"Simulated"
"8102",3,"Simulated"
"8103",1,"Simulated"
"8104",1,"Simulated"
"8105",3,"Simulated"
"8106",2,"Simulated"
"8107",1,"Simulated"
"8108",NA,"Simulated"
"8109",4,"Simulated"
"8110",3,"Simulated"
"8111",0,"Simulated"
"8112",1,"Simulated"
"8113",3,"Simulated"
"8114",2,"Simulated"
"8115",3,"Simulated"
"8116",4,"Simulated"
"8117",5,"Simulated"
"8118",0,"Simulated"
"8119",3,"Simulated"
"8120",2,"Simulated"
"8121",1,"Simulated"
"8122",6,"Simulated"
